transaction_id,user_id,device_id,txn_ts,amount,merchant_category
65,1926,7921,2025-04-18 09:23:38.240843,20.18,bill_payment
66,4866,10,2025-02-07 05:57:22.281466,422.42,ride_hailing
67,4160,1758,2025-03-02 09:23:20.012463,365.64,food_delivery
68,2345,4239,2025-07-23 00:03:48.155419,460.17,entertainment
69,2764,2210,2025-07-20 00:32:49.642328,279.1,wallet_topup
70,2747,6492,2025-02-02 14:31:20.544177,105.18,electronics
71,688,1273,2025-06-02 22:00:13.272543,562.92,food_delivery
72,1685,7263,2025-07-22 03:54:38.753786,222.9,groceries
73,1309,7949,2025-04-22 05:42:09.199641,226.26,ride_hailing
74,240,6115,2025-01-31 13:11:01.288956,503.77,groceries
75,4192,6469,2025-04-15 21:57:25.111662,260.6,bill_payment
76,3416,2830,2025-05-24 18:34:18.206089,639.93,bill_payment
77,3885,1827,2025-02-20 13:26:44.236683,648.75,wallet_topup
78,1633,2955,2025-08-11 07:18:58.523286,303.08,entertainment
79,4134,4023,2025-04-06 14:30:56.277339,1145.55,electronics
80,941,6013,2025-03-21 17:37:41.158461,698.68,groceries
81,2305,7910,2025-02-24 21:33:13.456730,1088.21,food_delivery
82,4226,7684,2025-05-17 00:32:43.322158,162.22,entertainment
83,557,2908,2025-05-20 17:06:51.218151,30.68,entertainment
84,3630,7153,2025-04-23 16:09:32.519937,391.81,ride_hailing
85,3253,156,2025-04-13 19:46:47.555901,165.04,entertainment
86,712,1698,2025-01-04 16:38:53.104400,490.94,entertainment
87,2952,314,2025-08-29 03:35:57.408121,648.87,wallet_topup
88,2779,4958,2025-03-10 03:18:19.488374,410.18,food_delivery
89,3531,4927,2025-07-27 19:45:27.879587,116.97,entertainment
90,347,5568,2025-06-01 14:34:40.061658,121.49,wallet_topup
91,2074,5720,2025-06-01 13:13:40.211767,523.41,groceries
92,3076,7910,2025-08-15 04:44:54.331216,344.58,entertainment
93,2820,466,2025-05-15 17:37:26.183555,62.26,electronics
94,748,33,2025-08-08 08:53:57.088327,441.23,food_delivery
95,441,2396,2025-04-03 03:40:42.412023,130.75,entertainment
96,431,7309,2025-06-20 21:50:09.938326,229.56,entertainment
97,330,7569,2025-02-05 00:03:25.191254,51.49,entertainment
98,1106,4130,2025-06-03 03:48:31.161656,427.42,groceries
99,3602,5732,2025-03-05 04:21:26.559624,1959.75,groceries
100,4286,965,2025-08-17 11:23:34.113113,367.75,entertainment
101,2427,2205,2025-06-30 08:48:48.762524,433.17,food_delivery
102,4773,7042,2025-02-25 12:02:38.638705,283.13,wallet_topup
103,802,2074,2025-08-28 07:49:14.500645,447.81,ride_hailing
104,428,4534,2025-03-20 13:10:26.574045,607.95,groceries
105,2923,3246,2025-08-27 18:20:03.362925,256.77,bill_payment
106,2950,2708,2025-04-30 22:22:53.483104,389.63,entertainment
107,1685,4115,2025-08-03 08:31:38.457852,1150.91,food_delivery
108,2790,6741,2025-03-24 14:46:11.015500,458.19,bill_payment
109,3480,7948,2025-04-01 04:53:49.631355,337.69,groceries
110,3188,8160,2025-04-11 13:00:37.545057,127.03,ride_hailing
111,2192,7481,2025-02-28 19:54:26.739101,282.97,food_delivery
112,4526,257,2025-08-12 15:26:00.892326,73.29,bill_payment
113,1924,5250,2025-03-10 13:03:55.400579,797.78,wallet_topup
114,1333,4495,2025-06-29 21:09:50.812048,224.24,ride_hailing
115,4753,6501,2025-07-09 23:23:40.432832,100.0,bill_payment
116,1003,62,2025-03-02 05:16:00.188823,282.6,bill_payment
117,2613,3330,2025-03-23 00:34:11.539848,575.69,groceries
118,2008,720,2025-01-29 19:41:34.788142,293.57,bill_payment
119,3328,4028,2025-01-07 23:59:17.051658,228.57,bill_payment
120,1225,4416,2025-02-16 03:34:30.473673,409.78,bill_payment
121,3594,3086,2025-02-13 06:42:49.801339,222.87,groceries
122,2056,845,2025-03-02 19:02:42.317284,40.26,bill_payment
123,1703,3174,2025-02-09 18:31:59.953322,341.29,ride_hailing
124,1119,3735,2025-01-12 19:51:50.881868,315.73,wallet_topup
125,4221,4251,2025-07-27 00:47:55.820494,246.32,groceries
126,3297,3181,2025-03-28 23:33:13.928466,1097.76,wallet_topup
127,2635,21,2025-06-26 14:48:57.920217,72.21,food_delivery
128,4379,2890,2025-03-23 13:30:15.127715,501.41,groceries
129,1875,13,2025-02-06 04:11:11.256247,31.88,food_delivery
130,4027,1218,2025-04-02 07:17:14.952396,382.55,bill_payment
131,35,3171,2025-05-13 08:40:17.868207,710.98,electronics
132,2232,2733,2025-06-26 06:15:37.681290,275.46,wallet_topup
133,359,8013,2025-02-15 11:08:02.465783,733.13,wallet_topup
134,1912,777,2025-07-30 18:54:02.744767,563.84,entertainment
135,2250,3594,2025-04-25 07:16:10.097076,474.72,electronics
136,2237,4305,2025-06-17 13:42:58.042081,360.8,bill_payment
137,1003,5735,2025-01-26 05:28:27.551367,254.11,food_delivery
138,2423,24,2025-07-21 20:16:57.921973,679.2,wallet_topup
139,2140,6450,2025-06-27 19:16:46.889202,56.31,groceries
140,1349,5989,2025-05-25 09:21:49.178028,399.6,food_delivery
141,880,2579,2025-05-06 13:21:06.348583,333.21,entertainment
142,19,248,2025-08-20 19:10:17.145859,140.52,wallet_topup
143,2258,3196,2025-08-13 17:17:31.450741,109.01,groceries
144,1460,66,2025-02-24 03:50:42.034905,337.92,wallet_topup
145,2294,615,2025-08-31 20:07:00.104820,303.17,ride_hailing
146,865,549,2025-02-21 19:09:13.529017,92.57,wallet_topup
147,765,1067,2025-06-10 09:57:53.486592,1751.96,ride_hailing
148,957,6560,2025-05-03 22:34:41.631368,552.77,entertainment
149,4746,5637,2025-01-22 14:36:12.926787,354.74,entertainment
150,3216,7401,2025-03-06 13:45:43.005890,663.35,food_delivery
151,4046,3879,2025-07-30 22:12:43.758136,30.43,entertainment
152,2903,949,2025-02-10 13:41:59.537673,724.34,electronics
153,4526,747,2025-04-13 06:08:47.456799,139.22,ride_hailing
154,2989,4819,2025-07-07 22:53:22.728469,142.69,ride_hailing
155,668,5856,2025-02-08 18:03:50.461777,830.82,electronics
156,4876,3667,2025-05-07 03:19:23.877687,137.75,ride_hailing
157,1438,1010,2025-04-16 16:50:42.390445,347.51,electronics
158,4755,6145,2025-06-27 22:03:40.138814,725.15,electronics
159,4064,7851,2025-07-12 19:27:09.796030,40.58,groceries
160,1017,5540,2025-05-26 16:21:13.934404,276.81,groceries
161,3145,7484,2025-03-21 15:25:54.059338,530.78,wallet_topup
162,996,5326,2025-05-10 22:59:20.698532,543.41,bill_payment
163,948,8103,2025-04-11 08:48:00.263748,312.64,entertainment
164,668,1126,2025-07-03 04:30:17.192759,353.54,bill_payment
165,1535,4868,2025-03-23 05:54:28.415856,750.4,bill_payment
166,2849,6529,2025-02-23 22:17:49.677597,196.21,bill_payment
167,939,6945,2025-05-15 01:20:22.052441,574.26,groceries
168,1340,4213,2025-08-14 10:53:24.692573,369.66,entertainment
169,1005,1732,2025-03-14 04:57:37.648258,203.23,groceries
170,4568,8088,2025-05-01 07:10:00.038272,403.03,electronics
171,4446,3960,2025-03-09 02:24:40.675749,857.69,wallet_topup
172,4196,4820,2025-04-28 21:23:21.352819,650.36,bill_payment
173,3595,859,2025-02-15 13:39:34.052539,517.18,entertainment
174,4768,2850,2025-03-02 03:02:47.120356,324.42,bill_payment
175,4459,221,2025-04-25 03:40:03.495296,376.62,bill_payment
176,3704,7114,2025-07-25 23:38:08.020685,221.97,groceries
177,2104,4959,2025-02-26 05:53:56.575859,185.46,ride_hailing
178,3795,1260,2025-02-03 07:42:20.392514,294.92,electronics
179,4844,4448,2025-08-04 07:00:59.683224,219.28,ride_hailing
180,4343,600,2025-01-04 00:35:53.027847,173.65,entertainment
181,161,6210,2025-06-20 10:34:17.068430,732.58,electronics
182,2402,5029,2025-02-07 05:42:15.358221,517.66,food_delivery
183,2320,7638,2025-01-20 22:43:07.018778,375.72,groceries
184,1610,6465,2025-03-19 04:14:28.475193,136.92,groceries
185,1382,7431,2025-03-24 20:15:23.223986,238.25,wallet_topup
186,1191,7599,2025-08-29 05:16:03.520489,171.46,food_delivery
187,4922,1966,2025-08-22 13:01:36.040727,9.88,wallet_topup
188,4773,1744,2025-05-20 01:46:16.603640,517.77,ride_hailing
189,4577,5444,2025-01-22 06:09:06.736900,160.24,wallet_topup
190,4592,8093,2025-07-30 00:42:02.488077,400.12,groceries
191,4110,2521,2025-07-12 13:38:20.388018,394.65,bill_payment
192,857,1958,2025-01-10 06:57:55.085073,699.07,entertainment
193,4532,381,2025-05-16 06:04:53.181463,119.68,electronics
194,3448,3982,2025-06-23 05:49:21.060203,249.45,bill_payment
195,4893,3669,2025-03-19 01:21:22.138323,153.6,ride_hailing
196,4940,5086,2025-06-17 06:06:26.174163,391.51,electronics
197,634,949,2025-02-12 06:19:58.457814,310.4,entertainment
198,811,6211,2025-03-05 12:18:39.408313,424.86,groceries
199,4202,7280,2025-06-07 03:00:54.968854,216.87,electronics
200,2528,1596,2025-04-24 20:03:49.479352,69.89,electronics
201,3986,6366,2025-08-14 18:22:42.175129,376.46,bill_payment
202,1841,2994,2025-03-05 06:25:15.218777,388.99,food_delivery
203,4577,6103,2025-06-18 13:09:39.386164,47.02,wallet_topup
204,1621,3363,2025-06-26 03:19:56.911376,477.22,electronics
205,3755,6067,2025-04-12 21:42:41.712482,593.11,bill_payment
206,2140,7645,2025-07-31 16:15:02.485222,124.18,electronics
207,775,4091,2025-04-06 00:43:58.288660,574.22,groceries
208,4336,913,2025-01-12 11:01:58.243629,260.16,entertainment
209,3898,2262,2025-03-24 08:32:48.136263,553.65,food_delivery
210,3058,8062,2025-05-15 21:12:39.434405,178.09,entertainment
211,3864,1477,2025-07-05 05:04:48.346784,260.09,wallet_topup
212,3603,3495,2025-07-07 23:34:15.041995,275.15,bill_payment
213,4030,5415,2025-03-18 18:01:58.681168,155.83,groceries
214,4490,3356,2025-04-06 23:22:37.249724,591.66,food_delivery
215,1303,7917,2025-06-18 00:07:18.037501,208.77,entertainment
216,4765,1825,2025-02-27 10:46:39.371433,104.87,groceries
217,2924,1234,2025-06-25 21:53:38.521483,213.62,groceries
218,1172,7980,2025-06-25 00:08:39.246856,469.92,groceries
219,971,7981,2025-01-11 22:28:37.129277,201.97,groceries
220,2502,1631,2025-02-08 16:49:38.974853,144.39,groceries
221,3159,4328,2025-08-18 04:40:00.225342,421.8,wallet_topup
222,3489,6289,2025-07-20 09:52:10.416513,551.92,food_delivery
223,4184,4417,2025-06-19 18:39:26.839550,147.85,groceries
224,4929,2094,2025-05-21 12:44:47.702354,219.71,bill_payment
225,4127,413,2025-07-25 00:00:21.169915,576.91,bill_payment
226,376,1197,2025-01-23 09:50:04.752002,63.22,groceries
227,3701,6122,2025-04-15 13:21:14.045538,113.12,groceries
228,1933,806,2025-08-01 15:28:42.340757,169.79,wallet_topup
229,185,3192,2025-04-07 06:44:33.476519,502.07,groceries
230,635,3408,2025-01-07 00:14:03.894423,206.73,groceries
231,734,370,2025-03-08 22:25:53.973728,159.56,bill_payment
232,2730,5495,2025-03-04 17:33:06.474549,675.24,bill_payment
233,1451,5603,2025-01-23 12:31:45.500368,890.14,groceries
234,1445,4338,2025-03-28 12:11:00.138511,629.18,electronics
235,397,890,2025-01-26 01:10:09.027742,473.06,electronics
236,1228,7658,2025-07-12 16:38:26.414568,30.07,entertainment
237,520,3633,2025-07-27 03:09:26.243875,501.49,food_delivery
238,626,3124,2025-05-09 22:18:14.817472,82.37,electronics
239,1905,761,2025-06-22 19:11:06.628095,331.6,entertainment
240,1351,110,2025-04-24 04:59:16.278204,726.27,groceries
241,3196,5816,2025-03-25 05:42:38.475944,392.97,electronics
242,2072,2468,2025-02-14 06:41:04.136691,666.84,entertainment
243,1071,5426,2025-08-14 12:35:53.771723,290.43,groceries
244,150,7707,2025-04-07 08:36:34.218764,248.49,ride_hailing
245,3809,4955,2025-03-24 07:01:44.335904,115.2,entertainment
246,4417,8094,2025-01-23 10:00:33.917677,502.1,ride_hailing
247,553,4320,2025-08-19 09:43:08.545627,367.72,ride_hailing
248,2468,2544,2025-04-24 10:38:58.449726,619.34,electronics
249,1351,2512,2025-03-08 14:04:03.965412,206.84,ride_hailing
250,1032,4033,2025-02-20 05:17:12.088739,71.63,food_delivery
251,4710,215,2025-05-20 23:16:44.248879,1237.41,groceries
252,3076,6029,2025-06-10 00:28:10.074682,136.55,groceries
253,1457,96,2025-03-22 13:41:18.371723,430.63,electronics
254,2935,7959,2025-01-21 23:17:33.765162,313.98,bill_payment
255,2965,4771,2025-05-11 04:08:52.136205,361.62,entertainment
256,4239,3506,2025-03-14 22:45:00.541629,463.45,electronics
257,1369,4872,2025-02-27 20:57:33.265430,391.09,entertainment
258,997,1288,2025-08-22 00:30:51.611710,94.0,ride_hailing
259,4147,247,2025-01-22 15:51:42.962305,475.17,food_delivery
260,2127,6951,2025-05-08 14:02:29.364190,726.99,food_delivery
261,1141,2705,2025-01-25 08:12:04.461521,397.04,ride_hailing
262,418,4176,2025-08-15 15:47:22.666515,362.94,entertainment
263,3069,7622,2025-01-04 15:50:11.729354,220.6,groceries
264,3995,5988,2025-02-05 22:02:46.879020,135.76,bill_payment
265,1820,1042,2025-08-17 23:18:46.515567,406.9,groceries
266,4367,8174,2025-03-11 04:25:25.485799,246.47,bill_payment
267,4259,5351,2025-03-11 02:48:22.901653,333.89,bill_payment
268,1145,6222,2025-05-24 03:42:23.542083,439.55,ride_hailing
269,4663,4988,2025-08-15 01:18:19.390556,260.94,electronics
270,2032,3268,2025-04-23 18:14:33.657242,718.2,ride_hailing
271,3639,6683,2025-07-30 13:42:42.807716,335.72,food_delivery
272,2075,6871,2025-04-29 17:00:44.212324,328.74,bill_payment
273,1415,5963,2025-05-27 15:57:01.087246,447.74,bill_payment
274,1921,4238,2025-06-07 18:37:13.567361,286.19,groceries
275,3217,908,2025-07-04 13:16:40.630306,35.53,groceries
276,1920,2663,2025-03-18 10:24:27.633103,165.13,entertainment
277,3552,1322,2025-03-20 14:05:26.962588,351.6,entertainment
278,3373,2109,2025-07-22 07:08:19.925345,336.66,electronics
279,3135,1299,2025-01-27 10:10:33.115586,193.29,wallet_topup
280,4501,6233,2025-08-10 16:20:27.031372,1635.0,electronics
281,1863,2050,2025-04-10 15:21:01.674657,312.23,ride_hailing
282,549,475,2025-07-08 11:44:08.462454,613.14,entertainment
283,3401,7574,2025-07-17 15:36:46.379122,196.55,wallet_topup
284,3141,6932,2025-07-31 10:24:05.859778,217.7,bill_payment
285,1025,2197,2025-03-03 15:22:26.881556,285.3,food_delivery
286,2236,459,2025-08-10 00:39:53.128456,176.68,entertainment
287,1107,4153,2025-01-23 20:24:36.268746,529.86,electronics
288,1507,3893,2025-01-12 19:19:40.201410,428.78,bill_payment
289,1619,7122,2025-02-25 05:51:14.953363,485.71,bill_payment
290,503,718,2025-03-14 19:11:23.720373,540.58,wallet_topup
291,3712,5167,2025-05-30 07:24:33.626523,359.29,ride_hailing
292,3323,5634,2025-08-02 11:24:45.404887,294.16,electronics
293,4335,330,2025-08-18 17:14:17.865291,68.75,food_delivery
294,3209,7547,2025-04-18 18:58:02.929095,287.49,groceries
295,2109,1900,2025-01-22 07:06:51.791374,44.78,electronics
296,777,609,2025-05-05 16:38:56.228559,64.97,groceries
297,861,4085,2025-06-03 20:34:30.068169,674.55,wallet_topup
298,4995,2968,2025-08-12 19:10:57.722418,112.46,wallet_topup
299,4498,7450,2025-04-03 07:52:10.804368,915.14,bill_payment
300,737,2772,2025-06-18 18:35:18.007113,284.27,entertainment
301,4860,7929,2025-06-26 17:19:17.862469,346.27,wallet_topup
302,972,2349,2025-04-19 07:17:53.116550,1018.17,wallet_topup
303,4448,6402,2025-07-13 20:52:53.561687,268.9,food_delivery
304,3239,3189,2025-06-03 12:14:33.192340,293.2,electronics
305,4823,6673,2025-05-23 22:12:11.675071,417.5,groceries
306,379,510,2025-03-01 11:03:52.804004,160.22,food_delivery
307,863,155,2025-02-04 01:30:52.670479,396.96,ride_hailing
308,3554,283,2025-02-15 16:58:53.107434,1191.69,bill_payment
309,2246,2343,2025-04-03 11:37:08.295464,317.89,wallet_topup
310,3014,2282,2025-01-20 03:00:36.278185,211.26,ride_hailing
311,1255,1948,2025-04-11 22:11:37.933000,627.92,electronics
312,3340,1183,2025-03-21 05:56:48.284090,178.19,bill_payment
313,1142,2671,2025-01-02 02:18:26.298549,692.67,electronics
314,494,809,2025-08-06 00:48:53.040601,138.43,wallet_topup
315,3404,6656,2025-01-20 07:04:53.565146,409.64,electronics
316,1097,2162,2025-04-04 04:03:37.449196,166.07,bill_payment
317,1414,6798,2025-02-17 23:34:59.327834,179.91,food_delivery
318,1655,2276,2025-03-02 07:37:59.522220,196.59,bill_payment
319,841,3534,2025-08-19 16:18:22.983229,251.12,entertainment
320,217,6285,2025-02-08 14:05:33.383918,833.25,bill_payment
321,4130,6440,2025-01-21 18:38:28.301851,170.74,electronics
322,1153,7091,2025-03-18 05:48:50.412747,75.04,ride_hailing
323,2922,7087,2025-06-03 08:05:12.316546,157.43,bill_payment
324,4536,659,2025-07-27 10:56:39.533658,279.07,groceries
325,2325,4680,2025-05-04 17:55:59.452886,103.22,wallet_topup
326,4849,556,2025-08-08 00:46:28.280204,371.5,wallet_topup
327,478,5849,2025-07-03 01:50:40.772599,632.97,groceries
328,1886,6701,2025-05-21 12:01:07.226463,160.79,food_delivery
329,4002,2905,2025-03-02 13:19:41.760089,793.11,groceries
330,4592,6117,2025-07-18 19:13:32.310220,692.44,ride_hailing
331,4188,3814,2025-04-21 08:37:20.161930,115.84,bill_payment
332,4445,2934,2025-06-28 09:06:36.359879,339.26,groceries
333,3568,2600,2025-08-21 00:23:34.053482,85.1,bill_payment
334,1699,3704,2025-07-28 18:12:24.637085,801.94,bill_payment
335,151,4164,2025-07-18 15:12:23.821106,291.36,food_delivery
336,3477,6993,2025-03-16 00:31:46.482410,277.34,food_delivery
337,129,2993,2025-06-22 07:24:12.574435,670.27,electronics
338,4052,6811,2025-07-17 04:00:30.708308,195.67,food_delivery
339,4004,8158,2025-05-22 01:26:11.151994,739.64,entertainment
340,2845,7021,2025-03-10 00:16:17.835093,484.58,entertainment
341,4971,5622,2025-05-21 22:58:23.986078,362.4,wallet_topup
342,2908,7992,2025-02-13 16:00:46.565687,131.67,food_delivery
343,2375,334,2025-04-03 23:52:32.957046,674.32,ride_hailing
344,1569,8182,2025-02-22 20:06:06.973384,71.43,wallet_topup
345,4939,6485,2025-05-01 11:28:39.781318,315.32,ride_hailing
346,2549,4850,2025-05-18 06:07:27.103151,602.06,electronics
347,1985,6214,2025-05-21 23:54:28.458183,208.76,groceries
348,4656,6399,2025-07-13 00:49:50.942645,213.35,food_delivery
349,2791,6320,2025-05-01 01:09:42.244940,634.98,wallet_topup
350,3611,1498,2025-05-15 23:24:06.242155,424.63,groceries
351,3495,3516,2025-03-19 08:18:48.363986,800.31,electronics
352,953,6173,2025-07-27 01:12:28.610733,279.32,ride_hailing
353,204,5434,2025-06-21 07:54:21.833134,477.13,food_delivery
354,4550,2624,2025-07-18 02:33:45.756474,162.21,food_delivery
355,3662,1805,2025-04-27 06:19:35.537833,724.49,wallet_topup
356,2171,3998,2025-06-29 17:46:07.856474,1317.31,wallet_topup
357,2685,5646,2025-04-21 01:19:03.580301,584.66,wallet_topup
358,1864,5241,2025-07-05 07:55:05.615745,461.63,wallet_topup
359,4401,3993,2025-07-08 13:07:26.924126,641.05,bill_payment
360,672,4549,2025-02-10 02:36:32.022078,271.12,bill_payment
361,706,4957,2025-04-22 17:08:44.605669,583.57,ride_hailing
362,1115,6193,2025-05-21 16:17:38.353542,196.95,ride_hailing
363,405,3733,2025-04-28 19:21:03.123849,330.52,wallet_topup
364,2032,3875,2025-05-01 21:30:36.909848,141.21,food_delivery
365,316,876,2025-07-04 14:05:55.344135,213.84,entertainment
366,2444,2736,2025-04-15 13:03:09.064232,59.72,entertainment
367,3005,8091,2025-02-12 12:02:22.442126,288.48,electronics
368,584,2570,2025-07-07 16:38:28.797857,719.86,entertainment
369,3332,2122,2025-08-20 00:04:27.384968,144.28,electronics
370,4776,6145,2025-06-11 09:33:10.517461,558.88,food_delivery
371,988,4493,2025-06-14 22:09:57.571288,568.01,entertainment
372,3896,987,2025-04-14 22:37:42.033077,247.0,groceries
373,2569,5693,2025-07-21 13:34:40.875700,342.76,electronics
374,4561,7200,2025-01-03 13:43:16.072243,759.91,wallet_topup
375,1791,5595,2025-01-16 17:26:29.165381,498.55,food_delivery
376,4383,2520,2025-02-11 22:42:46.820119,400.06,groceries
377,4182,8026,2025-01-14 10:38:29.747871,576.96,food_delivery
378,3248,8122,2025-01-30 21:24:03.867438,411.12,bill_payment
379,3545,1403,2025-03-07 08:40:17.094700,136.76,bill_payment
380,1490,2175,2025-08-17 07:46:27.372564,569.69,entertainment
381,1383,446,2025-02-23 06:35:00.313865,68.01,bill_payment
382,2345,3984,2025-05-23 07:24:03.845238,303.63,groceries
383,2087,1634,2025-05-31 19:46:07.129019,523.09,bill_payment
384,1600,2958,2025-03-02 05:06:42.293186,229.96,wallet_topup
385,1142,3020,2025-01-29 22:40:31.996753,158.89,ride_hailing
386,1375,8092,2025-02-17 02:34:00.313463,320.14,ride_hailing
387,395,1313,2025-07-20 17:54:46.538903,52.5,groceries
388,209,4490,2025-04-09 12:29:11.938912,251.58,electronics
389,46,1408,2025-02-05 05:03:46.970522,252.46,entertainment
390,3176,2456,2025-05-03 21:05:02.277580,195.36,groceries
391,4856,6,2025-02-16 17:00:31.922752,571.05,ride_hailing
392,2691,2306,2025-05-04 10:20:06.543702,556.43,electronics
393,2024,1047,2025-04-09 01:43:06.122816,505.2,electronics
394,1351,3764,2025-03-28 18:13:35.522189,57.32,food_delivery
395,1711,2875,2025-04-16 01:03:40.339678,261.19,wallet_topup
396,4672,320,2025-01-11 21:27:14.422985,1829.87,bill_payment
397,1990,6984,2025-08-10 20:44:33.738389,163.6,bill_payment
398,2209,4738,2025-03-18 17:18:24.473965,563.15,groceries
399,4168,739,2025-04-29 12:19:04.655489,721.3,electronics
400,1271,7275,2025-03-04 20:55:54.628439,362.17,food_delivery
401,1842,2997,2025-04-02 03:07:26.401497,385.31,wallet_topup
402,3447,2414,2025-08-17 08:56:34.944878,550.68,food_delivery
403,4562,7086,2025-03-16 18:47:57.955654,770.19,electronics
404,1082,4996,2025-01-10 12:47:37.097304,262.28,bill_payment
405,2602,6669,2025-07-10 13:05:16.873788,87.39,electronics
406,1761,2848,2025-01-03 18:43:00.331695,561.94,entertainment
407,2750,4763,2025-08-23 10:14:04.469591,81.2,food_delivery
408,2855,2970,2025-05-14 15:17:31.959792,1005.64,wallet_topup
409,1640,8173,2025-06-08 08:41:20.291895,439.17,bill_payment
410,4931,984,2025-06-01 21:34:59.494533,80.82,groceries
411,3418,3177,2025-05-18 22:07:59.342356,619.87,wallet_topup
412,2583,1153,2025-07-17 17:17:48.256237,321.06,electronics
413,3699,6161,2025-03-08 03:15:54.312643,536.08,food_delivery
414,1269,2685,2025-03-24 05:10:40.748873,339.08,groceries
415,2798,2668,2025-04-20 09:14:59.941171,669.32,wallet_topup
416,465,3295,2025-07-11 12:52:25.087673,156.02,electronics
417,709,5994,2025-04-18 21:47:07.177355,351.97,ride_hailing
418,2990,3645,2025-02-03 05:53:31.451750,389.01,entertainment
419,3230,107,2025-01-25 00:06:01.954290,375.71,entertainment
420,2113,7718,2025-08-30 16:57:47.445292,527.29,ride_hailing
