user_id,txn_count,avg_amount,stddev_amount,signal_ato,signal_velocity,signal_amount_anomaly,rule_based_flag
116,17,477.75176470588235,288.2734405801974,0,0,0,0
117,20,569.9135,289.1150299841743,0,0,0,0
118,18,485.8688888888889,279.31492876697223,0,0,0,0
119,16,517.2075,283.7413387114222,0,0,0,0
120,16,373.403125,195.21142511770256,0,0,0,0
121,14,482.11428571428576,265.1827177549817,0,0,0,0
122,18,408.50722222222225,293.621470033283,0,0,0,0
123,14,457.04285714285714,240.14347251557078,0,0,0,0
124,18,408.37,232.14728069338508,0,0,0,0
125,21,375.6852380952381,209.055447318444,0,0,0,0
126,21,414.5438095238095,215.1168662771846,0,0,0,0
127,13,451.08076923076925,280.8248868398936,0,0,0,0
128,20,306.64050000000003,183.49764242286597,0,0,0,0
129,22,422.84772727272724,202.98603335142,0,0,0,0
130,21,410.31476190476195,305.70024682793036,0,0,0,0
131,15,399.19466666666665,208.52170633187228,0,0,0,0
132,17,395.59235294117644,141.62554432809205,0,0,0,0
133,16,393.4325,214.27622139717226,0,0,0,0
134,25,385.85760000000005,199.34354994892595,0,0,0,0
135,23,371.29,216.81143913347933,0,0,0,0
136,14,321.325,182.0774617632365,0,0,0,0
137,23,388.44000000000005,252.71974252295672,0,0,0,0
138,14,829.9121428571428,1347.7625856379188,1,0,0,1
139,14,256.9164285714286,122.67337565416446,0,0,0,0
140,16,365.991875,165.91815249614606,0,0,0,0
141,22,350.655,271.78347094616606,0,0,0,0
142,24,400.62833333333333,233.1009395745876,0,0,0,0
143,17,371.27588235294115,243.58238939673262,0,0,0,0
144,16,385.21625,256.5228424496296,0,0,0,0
145,26,421.26653846153846,324.37364690623144,0,0,0,0
146,21,422.9609523809524,428.1254793021134,0,0,0,0
147,12,378.535,287.27422614695763,0,0,0,0
148,18,437.90777777777777,301.65695038782707,0,0,0,0
149,20,374.1395,256.7425649648885,0,0,0,0
150,16,391.41125,236.91104865209962,0,0,0,0
151,20,309.9295,175.0604751642986,0,0,0,0
152,22,365.3009090909091,248.07634808863125,0,0,0,0
153,22,309.99954545454545,163.86752017399667,0,0,0,0
154,20,384.6565,258.08223934000193,0,0,0,0
155,16,432.968125,269.8769633837509,0,0,0,0
156,16,365.5975,219.0060612317613,0,0,0,0
157,26,359.8596153846154,233.53618244586977,0,0,0,0
158,19,382.91263157894736,230.32705220465385,0,0,0,0
159,17,431.204705882353,360.98765722940203,0,0,0,0
160,17,288.1870588235294,157.82993046368935,0,0,0,0
161,15,429.728,325.71436927058244,0,0,0,0
162,21,401.2314285714286,264.50086668839396,0,0,0,0
163,22,337.77909090909094,200.60705541179686,0,0,0,0
164,23,373.10869565217394,267.397962193535,0,0,0,0
165,20,432.5825,204.88150043073682,0,0,0,0
166,20,368.4625,249.00880255274114,0,0,0,0
167,16,332.899375,160.1917018164779,0,0,0,0
168,20,468.9085,335.79407334369375,0,0,0,0
169,20,412.8155,288.92055580167704,0,0,0,0
170,18,430.99833333333333,256.28199187288465,0,0,0,0
171,13,568.2515384615385,405.29204985362855,0,0,0,0
172,16,481.555625,255.971240839883,0,0,0,0
173,9,361.3077777777778,215.45694397297294,0,0,0,0
174,15,428.36466666666666,202.0086987521962,0,0,0,0
175,13,345.84923076923076,172.22861360866295,0,0,0,0
176,14,390.9035714285714,220.52545825197814,0,0,0,0
177,19,406.8257894736842,172.91705566590645,0,0,0,0
178,16,356.541875,221.55189127546254,0,0,0,0
179,15,342.6046666666667,296.0400334159029,0,0,0,0
180,25,286.8204,138.49041071438845,0,0,0,0
181,22,447.93545454545455,270.3028998722337,0,0,0,0
182,14,542.325,442.60315747937705,0,0,0,0
183,15,290.5613333333333,200.00349953160548,0,0,0,0
184,17,402.8547058823529,245.86631439529341,0,0,0,0
185,18,584.4594444444444,390.0195733901943,0,0,0,0
186,22,313.14772727272725,201.7180144732159,0,0,0,0
187,23,321.1208695652174,210.7082339430943,0,0,0,0
188,20,470.0705,302.4326768633807,0,0,0,0
189,23,381.5230434782609,213.1309340662557,0,0,0,0
190,14,417.17857142857144,285.3820159730047,0,0,0,0
191,18,331.2994444444445,261.9093396042103,0,0,0,0
192,16,380.365625,264.54349831286606,0,0,0,0
193,16,346.29,125.26058074071028,0,0,0,0
194,18,372.41777777777776,194.17290466533393,0,0,0,0
195,12,416.30916666666667,199.76118047384873,0,0,0,0
196,26,370.6365384615384,221.5124998199409,0,0,0,0
197,16,325.55875,218.34848759709215,0,0,0,0
198,19,390.07947368421054,275.1969654146048,0,0,0,0
199,19,359.6105263157895,161.58303113988964,0,0,0,0
200,27,319.07925925925923,218.54663797419002,0,0,0,0
201,15,426.54466666666667,214.27198167645614,0,0,0,0
202,18,435.5777777777778,202.4610794025348,0,0,0,0
203,13,395.83,267.1845031203949,0,0,0,0
204,15,620.7873333333333,328.5493135074584,0,0,0,0
205,17,404.9841176470588,269.62594462042557,0,0,0,0
206,18,343.3827777777778,146.60382562105383,0,0,0,0
207,20,387.34250000000003,156.96403836149847,0,0,0,0
208,16,382.56,242.32865438800258,0,0,0,0
209,18,487.76944444444445,447.9552924179454,0,0,0,0
210,15,357.3726666666667,261.10902270805485,0,0,0,0
211,25,429.37239999999997,319.6761242542834,0,0,0,0
212,13,379.9453846153846,151.3567833663424,0,0,0,0
213,19,470.4815789473684,257.34795795950663,0,0,0,0
214,22,435.83272727272725,225.26137225215882,0,0,0,0
215,17,334.69882352941175,187.98075796028112,0,0,0,0
216,22,303.3313636363636,202.351174273733,0,0,0,0
217,19,411.97526315789474,199.51519288854112,0,0,0,0
218,18,406.00722222222225,204.9816942451624,0,0,0,0
219,22,465.90909090909093,231.48103285561166,0,0,0,0
220,18,310.6327777777778,221.52608662050403,0,0,0,0
221,24,379.5683333333333,261.49992435732923,0,0,0,0
222,10,440.157,342.4023430717145,0,0,0,0
223,18,331.85833333333335,220.9224475856227,0,0,0,0
224,18,362.5872222222222,233.7443393683116,0,0,0,0
225,10,486.89799999999997,351.3500006489255,0,0,0,0
226,20,329.662,224.44049546817527,0,0,0,0
227,22,413.66499999999996,233.59153548935117,0,0,0,0
228,29,347.67137931034483,228.26326604533568,0,1,0,1
229,21,483.8795238095238,320.40895681072215,0,0,0,0
230,20,230.08499999999998,173.0783251738935,0,0,0,0
231,17,293.1229411764706,176.12337282727515,0,0,0,0
232,19,343.7373684210526,299.23681165753914,0,0,0,0
233,23,420.86304347826086,310.55916328363725,0,0,0,0
234,21,477.4838095238095,446.77503202689206,0,0,0,0
235,21,410.00857142857143,314.69121741320777,0,0,0,0
236,20,313.7735,172.53145809605272,0,0,0,0
237,22,342.96590909090907,209.26292047997885,0,0,0,0
238,24,316.575,190.94396084540966,0,0,0,0
239,18,363.955,298.8209602244201,0,0,0,0
240,23,382.7626086956522,256.01206972595764,0,0,0,0
241,15,415.54866666666663,316.378137800674,0,0,0,0
242,14,479.2057142857143,282.468771237618,0,0,0,0
243,26,374.70576923076925,232.98166786867543,0,0,0,0
244,14,351.0407142857143,197.0829373082845,0,0,0,0
245,18,358.91,254.73358525242708,0,0,0,0
246,21,329.8180952380952,248.85015513488753,0,0,0,0
247,23,388.9308695652174,263.84198553239895,0,0,0,0
248,25,542.5176,354.13748169071283,0,0,0,0
249,18,417.1838888888889,208.24060072529588,0,0,0,0
250,23,352.05652173913046,207.74183090952292,0,0,0,0
251,14,588.0278571428571,281.24565320269073,0,0,0,0
252,20,422.9635,333.841698388248,0,0,0,0
253,17,378.52941176470586,239.88681153142377,0,0,0,0
254,17,347.4676470588235,187.002629441388,0,0,0,0
255,15,400.84000000000003,276.45973662241187,0,0,0,0
256,17,383.52,255.04377783385485,0,0,0,0
257,20,356.4965,248.37697719947792,0,0,0,0
258,27,384.7225925925926,242.19633764231966,0,1,0,1
259,18,422.7388888888889,281.8414288190532,0,0,0,0
260,16,436.379375,283.7512520339943,0,0,0,0
261,14,421.2942857142857,315.74188748122117,0,0,0,0
262,20,379.9855,248.27752748637963,0,0,0,0
263,20,396.758,243.30774238811225,0,0,0,0
264,17,305.40764705882356,133.59866147310325,0,0,0,0
265,26,370.99115384615385,327.34112508474334,0,0,0,0
266,14,451.9578571428571,269.9651888717341,0,0,0,0
267,15,453.252,374.93567923400764,0,0,0,0
268,20,410.54449999999997,202.0349926739178,0,0,0,0
269,20,293.423,153.18460275432386,0,0,0,0
270,19,418.55947368421056,275.2375509967169,0,0,0,0
271,21,432.9414285714286,228.7677562462838,0,0,0,0
272,18,343.54555555555555,225.24847100781406,0,0,0,0
273,15,309.106,143.27358792650284,0,0,0,0
274,22,299.1440909090909,146.64076611846352,0,0,0,0
275,15,422.39000000000004,258.86666127564587,0,0,0,0
276,17,377.2529411764706,213.64557543537902,0,0,0,0
277,14,449.415,342.79106976511844,0,0,0,0
278,10,444.299,261.54051045488154,0,0,0,0
279,22,438.2763636363636,285.13939104083903,0,0,0,0
280,15,400.37600000000003,266.44344362484634,0,0,0,0
281,23,422.52086956521737,278.9382747352672,0,0,0,0
282,18,416.32944444444445,286.46830899909764,0,0,0,0
283,19,479.15157894736836,347.6451386757413,0,0,0,0
284,18,384.81444444444446,236.67041161877938,0,0,0,0
285,17,401.9864705882353,246.77673393387934,0,0,0,0
286,17,431.1194117647059,280.17427604703016,0,0,0,0
287,12,338.7425,199.64692994237768,0,0,0,0
288,14,315.6671428571429,182.1263933735725,0,0,0,0
289,15,337.856,267.95345279357764,0,0,0,0
290,18,375.76444444444445,189.44383340077408,0,0,0,0
291,20,332.6565,262.16278134538857,0,0,0,0
292,21,314.292380952381,163.6003543454295,0,0,0,0
293,16,375.916875,227.93640419859304,0,0,0,0
294,16,371.210625,131.87974595577361,0,0,0,0
295,16,404.413125,306.8069655890889,0,0,0,0
296,14,406.73,208.4803172278586,0,0,0,0
297,21,396.58000000000004,459.0803913622682,0,0,0,0
298,12,457.315,297.0315426151462,0,0,0,0
299,13,519.876923076923,257.37519130293987,0,0,0,0
300,14,359.71714285714285,221.8837090340205,0,0,0,0
301,26,297.73192307692307,185.75990192096458,0,0,0,0
302,17,425.7505882352941,274.4102771285573,0,0,0,0
303,17,291.25882352941176,231.85882874974632,0,0,0,0
304,13,435.7353846153846,384.671789184082,0,0,0,0
305,20,371.84499999999997,175.2978718210806,0,0,0,0
306,23,398.4891304347826,165.5789636636838,0,0,0,0
307,30,383.835,292.1919780412643,0,0,0,0
308,17,373.56235294117647,296.3273282652422,0,0,0,0
309,13,311.8946153846154,261.20475995825973,0,0,0,0
310,16,469.39375,230.68405468505517,0,0,0,0
311,17,446.50470588235294,189.67779407745644,0,0,0,0
312,24,430.8745833333333,267.7886045773663,0,0,0,0
313,19,594.1978947368422,414.86911695870316,0,0,0,0
314,15,469.592,360.0748740507544,0,0,0,0
315,17,380.16764705882355,311.5001799551819,0,0,0,0
316,15,538.1393333333333,320.9367893000462,0,0,0,0
317,15,427.42266666666666,262.48827888667506,0,0,0,0
318,20,479.43,270.97623770360383,0,0,0,0
319,13,289.3030769230769,110.19877413701927,0,0,0,0
320,19,356.19947368421055,244.16095867650145,0,0,0,0
321,18,430.5338888888889,221.41150597771787,0,0,0,0
322,24,389.3570833333333,192.1242351639335,0,0,0,0
323,16,416.340625,248.7137235977528,0,0,0,0
324,19,316.4136842105263,170.02838119779415,0,0,0,0
325,14,254.39785714285716,152.0479977872857,0,0,0,0
326,25,488.14480000000003,343.4547596772535,0,0,0,0
327,15,506.30266666666665,258.17316308934113,0,0,0,0
328,20,296.783,280.51253692304016,0,0,0,0
329,17,463.7182352941177,382.03551857101843,0,0,0,0
330,24,428.37041666666664,279.81811561975945,0,0,0,0
331,19,344.2194736842105,231.24373207946368,0,0,0,0
332,20,350.934,224.06034375587305,0,0,0,0
333,22,472.15318181818185,265.28088387399293,0,0,0,0
334,18,460.1483333333333,269.97743340364997,0,0,0,0
335,15,304.6333333333333,139.74094025095945,0,0,0,0
336,19,308.8873684210526,224.6587368676534,0,0,0,0
337,15,439.44066666666663,335.1649275698294,0,0,0,0
338,25,435.5252,292.1532296740189,0,0,0,0
339,16,369.885625,197.8389757153766,0,0,0,0
340,19,407.1105263157895,287.18270741213695,0,0,0,0
341,20,420.91700000000003,298.25479691196915,0,0,0,0
342,18,314.9061111111111,148.8754330206927,0,0,0,0
343,18,432.5911111111111,179.83582960543916,0,0,0,0
344,18,492.88444444444445,308.68481736090575,0,0,0,0
345,15,345.8293333333333,293.4718660784294,0,0,0,0
346,22,372.3763636363637,256.2266391222187,0,0,0,0
347,25,315.87919999999997,158.49547995876728,0,0,0,0
348,20,355.3855,202.5162628648623,0,0,0,0
349,14,319.4042857142857,135.7445078980722,0,0,0,0
350,18,370.1377777777777,176.53556785329116,0,0,0,0
351,15,413.92466666666667,203.41565383443051,0,0,0,0
352,20,294.664,127.29547829361424,0,0,0,0
353,25,323.0584,176.84954327744242,0,0,0,0
354,24,398.4491666666667,270.01480733959545,0,0,0,0
355,31,503.851935483871,362.4312172378532,0,0,0,0
356,16,451.02,222.68259330827814,0,0,0,0
357,14,434.2078571428571,171.5922982445213,0,0,0,0
358,24,357.23,222.84989056537586,0,0,0,0
359,21,478.8438095238095,315.60228699569984,0,0,0,0
360,25,411.5268,261.0054698694263,0,0,0,0
361,19,317.42052631578946,238.0686526033081,0,0,0,0
362,16,408.86,365.2944025200769,0,0,0,0
363,20,392.9895,226.31183818958735,0,0,0,0
364,10,460.86800000000005,312.6397058532392,0,0,0,0
365,13,379.28153846153845,241.6226779297441,0,0,0,0
366,17,403.574705882353,283.98948980381493,0,0,0,0
367,41,400.85609756097557,326.5891505440187,0,1,0,1
368,20,413.49350000000004,273.02468881540733,0,0,0,0
369,14,482.71500000000003,225.02916403848,0,0,0,0
370,27,424.1748148148148,240.3500747654981,0,0,0,0
371,15,289.3546666666667,159.8070913681729,0,0,0,0
372,14,353.49357142857144,187.65677387214672,0,0,0,0
373,30,396.4223333333333,219.56492699098266,0,0,0,0
374,24,326.615,220.23398865373466,0,0,0,0
375,26,412.94576923076926,284.1438130618567,0,0,0,0
376,21,384.6661904761905,276.9699049918633,0,0,0,0
377,16,331.316875,193.85503748673747,0,0,0,0
378,19,365.7210526315789,231.98245929368156,0,0,0,0
379,27,410.2851851851852,294.9199237755573,0,0,0,0
380,17,367.0629411764706,249.746210281904,0,0,0,0
381,17,428.5247058823529,271.5222169247612,0,0,0,0
382,14,362.4042857142857,222.90669328264704,0,0,0,0
383,16,420.678125,196.9977484077784,0,0,0,0
384,19,475.8457894736842,425.4617049044087,0,0,0,0
385,31,388.4451612903226,352.32142708933316,0,0,0,0
386,16,421.486875,268.1883971837417,0,0,0,0
387,20,430.564,258.1104820498384,0,0,0,0
388,21,297.4995238095238,188.17918258116683,0,0,0,0
389,17,333.99823529411765,234.94222642111262,0,0,0,0
390,20,376.8665,252.64488804001166,0,0,0,0
391,16,488.676875,373.6408930329821,0,0,0,0
392,16,328.008125,249.52542483729863,0,0,0,0
393,15,877.3013333333333,2142.5103224297945,0,0,0,0
394,25,560.762,460.81460712091166,0,0,0,0
395,16,388.908125,303.9483675564559,0,0,0,0
396,15,503.75466666666665,384.4504650166983,0,0,0,0
397,19,493.99842105263156,249.41737362486995,0,0,0,0
398,22,455.24227272727273,264.18526797980616,0,0,0,0
399,23,338.8421739130435,188.13734451092347,0,0,0,0
400,20,481.837,210.81243991045687,0,0,0,0
401,19,403.0626315789474,292.0214704406817,0,0,0,0
402,16,326.935625,194.01397410910732,0,0,0,0
403,15,297.9386666666667,198.39476343447728,0,0,0,0
404,16,494.59375,146.62617066348517,0,0,0,0
405,20,327.1955,207.384048096159,0,0,0,0
406,23,846.7382608695652,2120.9101460840325,0,0,0,0
407,17,419.57000000000005,260.51845546005774,0,0,0,0
408,18,547.9811111111111,280.195733330369,0,0,0,0
409,20,664.988,1357.3839961764688,0,0,0,0
410,25,367.11519999999996,187.07226785646236,0,0,0,0
411,16,462.43375,315.4146710061812,0,0,0,0
412,15,586.9426666666666,793.3540348710798,0,0,0,0
413,17,500.9958823529412,245.61296488243266,0,0,0,0
414,18,359.5177777777778,239.27451996853497,0,0,0,0
415,13,423.67153846153843,366.99408800197637,0,0,0,0
416,24,425.79749999999996,258.053839832085,0,0,0,0
417,20,457.4545,235.19704639886535,0,0,0,0
418,14,287.35785714285714,148.79212494419238,0,0,0,0
419,20,466.154,331.17364316020075,0,0,0,0
420,11,373.8945454545455,155.29361190184432,0,0,0,0
421,16,294.005625,145.89920094746702,0,0,0,0
422,21,428.93666666666667,217.87757436849355,0,0,0,0
423,20,336.662,192.89790788393748,0,0,0,0
424,23,449.4717391304348,269.04208394990144,0,0,0,0
425,22,401.5690909090909,340.8467196810839,0,0,0,0
426,19,423.03526315789475,298.9532481908803,0,0,0,0
427,19,331.7942105263158,203.10569608524395,0,0,0,0
428,30,441.492,340.09607499842355,0,0,0,0
429,10,486.98400000000004,383.88054507098946,0,0,0,0
430,21,495.9442857142857,307.91196149875964,0,0,0,0
431,12,527.265,329.60840972028205,0,0,0,0
432,14,281.59857142857146,110.11950721551439,0,0,0,0
433,24,475.09833333333336,234.84537671388998,0,0,0,0
434,12,396.6333333333334,257.94862138073586,0,0,0,0
435,19,469.8821052631579,271.9861864831984,0,0,0,0
436,14,267.265,155.43462152254608,0,0,0,0
437,17,478.52588235294115,311.2309539281801,0,0,0,0
438,24,377.04583333333335,287.5513474279661,0,0,0,0
439,17,396.4647058823529,280.1175902055431,0,0,0,0
440,23,473.9586956521739,276.31512637478977,0,0,0,0
441,15,315.39866666666666,270.892071420007,0,0,0,0
442,19,429.29894736842107,351.88864684419605,0,0,0,0
443,16,340.005,199.02826702506354,0,0,0,0
444,19,543.8742105263158,327.2903700211591,0,0,0,0
445,22,353.50636363636363,198.63018228368418,0,0,0,0
446,21,503.7161904761905,256.29509492131456,0,0,0,0
447,17,345.5064705882353,254.28425590135924,0,0,0,0
448,19,403.9784210526316,256.10449025561,0,0,0,0
449,20,461.587,352.44824191787364,0,0,0,0
450,33,437.45060606060605,300.3007743452554,0,0,0,0
451,18,408.79555555555555,294.12300584812436,0,0,0,0
452,25,400.264,239.7965162549281,0,0,0,0
453,24,427.36125,295.03646436094,0,0,0,0
454,22,358.80454545454546,221.50155034809927,0,0,0,0
455,11,451.0763636363636,220.658615359182,0,0,0,0
456,9,606.6766666666667,234.78393263215887,0,0,0,0
457,20,428.5275,298.3405444768612,0,0,0,0
458,15,360.778,144.3959876266188,0,0,0,0
459,22,428.9786363636364,332.54207298127847,0,0,0,0
460,12,371.3675,293.8911344110548,0,0,0,0
461,26,339.8707692307692,236.69203611644133,0,0,0,0
462,16,366.135625,228.74868076036927,0,0,0,0
463,16,507.96000000000004,324.85029875313336,0,0,0,0
464,18,557.175,419.04192149407254,0,0,0,0
465,15,351.04266666666666,267.124703199752,0,0,0,0
466,21,351.8885714285714,232.82309534608163,0,0,0,0
467,20,329.986,207.64939073833085,0,0,0,0
468,22,369.27590909090907,222.55853333569854,0,0,0,0
469,22,409.7622727272728,251.09677357421407,0,0,0,0
470,24,394.07874999999996,234.18816395355583,0,0,0,0
471,20,467.0655,269.08928558147755,0,0,0,0
472,15,286.4933333333333,115.74138422458174,0,0,0,0
473,11,375.4627272727273,161.25096127075892,0,0,0,0
474,16,472.32375,228.32656768527286,0,0,0,0
475,18,438.75944444444445,343.995372586322,0,0,0,0
476,15,388.572,326.52408689508144,0,0,0,0
477,15,399.56066666666663,190.83993703159268,0,0,0,0
478,24,416.97375000000005,319.0228269760188,0,0,0,0
479,18,256.8183333333334,164.1203603812356,0,0,0,0
480,17,425.4011764705882,235.0944800783758,0,0,0,0
481,13,353.4915384615385,296.7377216653986,0,0,0,0
482,21,445.8033333333334,402.4504654800132,0,0,0,0
483,19,380.8884210526316,275.61330886556016,0,0,0,0
484,13,398.27846153846156,292.6547898869708,0,0,0,0
485,10,413.09799999999996,314.6052640309759,0,0,0,0
486,13,394.4623076923077,238.96391684983115,0,0,0,0
487,15,337.1806666666667,232.91141622132264,0,0,0,0
488,24,384.0820833333333,168.2817870660987,0,0,0,0
489,13,314.64153846153846,261.5663126641312,0,0,0,0
490,19,354.73526315789474,225.81305251930996,0,0,0,0
491,13,383.1753846153846,256.54527678411216,0,0,0,0
492,13,392.97769230769234,454.9671894366728,0,0,0,0
493,13,372.4030769230769,211.15398465737363,0,0,0,0
494,19,401.19947368421055,328.8061758844,0,0,0,0
495,19,426.15684210526314,269.98884345473925,0,0,0,0
496,18,402.5388888888889,295.0742206611168,0,0,0,0
497,15,337.1706666666667,180.49762160821453,0,0,0,0
498,14,327.94357142857143,301.3941521995775,0,0,0,0
499,27,456.16481481481475,497.8420493703419,0,0,0,0
500,20,481.71750000000003,327.779920402013,0,0,0,0
501,15,422.106,310.2810745501568,0,0,0,0
502,23,442.1308695652174,259.9076865034808,0,0,0,0
503,23,405.01130434782607,206.18858544513054,0,0,0,0
504,17,419.7494117647059,248.00405951304126,0,0,0,0
505,23,428.74869565217386,305.4665774260512,0,0,0,0
506,22,389.57000000000005,205.13208788928694,0,0,0,0
507,16,359.53999999999996,310.7682125998411,0,0,0,0
508,17,327.8794117647059,197.12106153238418,0,0,0,0
509,19,439.71578947368425,280.72700836288743,0,0,0,0
510,20,793.765,1555.277387781678,0,0,0,0
511,20,472.24350000000004,293.45708831573637,0,0,0,0
512,11,482.98545454545456,235.79648468208705,0,0,0,0
513,18,565.8416666666667,396.4983918455548,0,0,0,0
514,15,455.57866666666666,243.57542390716597,0,0,0,0
